Year of User Created On	Campaign	Year of User Created On	Device Type	Attribution Created On	Created On	Date	Device Created On	Device Id	Item Id	Name	Operating System	Sale Id	User Created On	Weekday (group)	Amount	Max Of Weekday	Min of Weekday	Number of Records	Weekday
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	01-08-16 14:43	01-Aug-16	03-11-14 5:10	692	92	qfxhitr	Fire1	6941	03-11-14 14:02	Sunday	1018.730057	0	0	1	0
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	01-08-16 14:43	01-Aug-16	03-11-14 5:10	692	94	qfxhitr	Fire1	6941	03-11-14 14:02	Sunday	1018.730057	0	0	1	0
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	01-08-16 14:43	01-Aug-16	03-11-14 5:10	692	114	qfxhitr	Fire1	6941	03-11-14 14:02	Sunday	1018.730057	0	0	1	0
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	23-02-15 23:17	23-Feb-15	03-11-14 5:10	692	116	qfxhitr	Fire1	678	03-11-14 14:02	Sunday	995.5640228	0	0	1	0
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-05-15 11:50	25-May-15	03-11-14 5:10	692	139	qfxhitr	Fire1	1079	03-11-14 14:02	Sunday	902.9804796	0	0	1	0
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-05-15 11:50	25-May-15	03-11-14 5:10	692	150	qfxhitr	Fire1	1079	03-11-14 14:02	Sunday	902.9804796	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	06-02-17 6:32	06-Feb-17	11-12-16 16:12	1754	29	pkpmane	Fire1	13190	02-12-16 18:31	Sunday	838.688081	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	06-02-17 6:32	06-Feb-17	11-12-16 16:12	1754	29	lnyobww	Fire1	13190	07-12-16 20:20	Sunday	838.688081	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	06-02-17 6:32	06-Feb-17	11-12-16 16:12	1754	29	yodpzhy	Fire1	13190	11-12-16 22:31	Sunday	838.688081	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	06-02-17 6:32	06-Feb-17	11-12-16 16:12	1754	38	pkpmane	Fire1	13190	02-12-16 18:31	Sunday	838.688081	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	06-02-17 6:32	06-Feb-17	11-12-16 16:12	1754	38	lnyobww	Fire1	13190	07-12-16 20:20	Sunday	838.688081	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	06-02-17 6:32	06-Feb-17	11-12-16 16:12	1754	38	yodpzhy	Fire1	13190	11-12-16 22:31	Sunday	838.688081	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	04-04-16 11:03	04-Apr-16	03-03-16 22:26	3430	84	ochcyef	Fire1	4380	04-03-16 4:21	Sunday	610.1849788	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	30-01-17 19:42	30-Jan-17	03-03-16 22:26	3430	99	ochcyef	Fire1	12896	04-03-16 4:21	Sunday	546.1139149	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	04-04-16 11:03	04-Apr-16	03-03-16 22:26	3430	103	ochcyef	Fire1	4380	04-03-16 4:21	Sunday	610.1849788	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	04-04-16 11:03	04-Apr-16	03-03-16 22:26	3430	108	ochcyef	Fire1	4380	04-03-16 4:21	Sunday	610.1849788	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	30-01-17 19:42	30-Jan-17	03-03-16 22:26	3430	167	ochcyef	Fire1	12896	04-03-16 4:21	Sunday	546.1139149	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	169	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	13-02-17 4:29	13-Feb-17	11-12-16 16:12	1754	169	pkpmane	Fire1	13469	02-12-16 18:31	Sunday	242.9101242	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	13-02-17 4:29	13-Feb-17	11-12-16 16:12	1754	169	lnyobww	Fire1	13469	07-12-16 20:20	Sunday	242.9101242	0	0	1	0
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	13-02-17 4:29	13-Feb-17	11-12-16 16:12	1754	169	yodpzhy	Fire1	13469	11-12-16 22:31	Sunday	242.9101242	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	170	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	170	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	171	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	175	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	181	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	183	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	29-08-16 14:03	29-Aug-16	03-03-16 22:26	3430	188	ochcyef	Fire1	7660	04-03-16 4:21	Sunday	576.2451391	0	0	1	0
2016	HLWXVF	2016	Amazon Fire	01-06-16 21:04	22-08-16 10:30	22-Aug-16	01-06-16 21:05	4156	137	mobqcqh	Fire1	7464	01-06-16 21:37	Sunday	356.6456563	0	0	1	0
2016	HLWXVF	2016	Amazon Fire	01-06-16 21:04	22-08-16 10:30	22-Aug-16	01-06-16 21:05	4156	198	mobqcqh	Fire1	7464	01-06-16 21:37	Sunday	356.6456563	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	07-11-16 9:49	07-Nov-16	03-01-16 15:47	4514	15	owebpos	Fire1	9751	03-01-16 20:21	Sunday	2100.645679	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	07-11-16 9:49	07-Nov-16	03-01-16 15:47	4514	35	owebpos	Fire1	9751	03-01-16 20:21	Sunday	2100.645679	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	28-11-16 21:04	28-Nov-16	25-08-16 5:07	4329	86	mycgrun	Fire1	10494	25-08-16 9:58	Sunday	439.570248	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	28-11-16 21:04	28-Nov-16	25-08-16 5:07	4329	87	mycgrun	Fire1	10494	25-08-16 9:58	Sunday	439.570248	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	30-05-16 21:11	30-May-16	03-01-16 15:47	4514	100	owebpos	Fire1	5449	03-01-16 20:21	Sunday	2050.27511	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	06-02-17 10:39	06-Feb-17	25-08-16 5:07	4329	120	mycgrun	Fire1	13202	25-08-16 9:58	Sunday	441.5437816	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	30-05-16 21:11	30-May-16	03-01-16 15:47	4514	131	owebpos	Fire1	5449	03-01-16 20:21	Sunday	2050.27511	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	14-11-16 14:16	14-Nov-16	25-08-16 5:07	4329	139	mycgrun	Fire1	9998	25-08-16 9:58	Sunday	468.0878803	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	30-05-16 21:11	30-May-16	03-01-16 15:47	4514	146	owebpos	Fire1	5449	03-01-16 20:21	Sunday	2050.27511	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	14-11-16 14:16	14-Nov-16	25-08-16 5:07	4329	149	mycgrun	Fire1	9998	25-08-16 9:58	Sunday	468.0878803	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	30-05-16 21:11	30-May-16	03-01-16 15:47	4514	155	owebpos	Fire1	5449	03-01-16 20:21	Sunday	2050.27511	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	30-05-16 21:11	30-May-16	03-01-16 15:47	4514	165	owebpos	Fire1	5449	03-01-16 20:21	Sunday	2050.27511	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	06-02-17 10:39	06-Feb-17	25-08-16 5:07	4329	165	mycgrun	Fire1	13202	25-08-16 9:58	Sunday	441.5437816	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	06-02-17 10:39	06-Feb-17	25-08-16 5:07	4329	168	mycgrun	Fire1	13202	25-08-16 9:58	Sunday	441.5437816	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	06-02-17 10:39	06-Feb-17	25-08-16 5:07	4329	176	mycgrun	Fire1	13202	25-08-16 9:58	Sunday	441.5437816	0	0	1	0
2015	ZDNTT7	2015	Amazon Fire	23-12-15 12:18	04-07-16 21:14	04-Jul-16	23-12-15 12:18	3638	9	czcqnmm	Fire1	6284	23-12-15 17:58	Sunday	35.66451173	0	0	1	0
2017	1TZQDZ	2017	Amazon Fire	25-02-17 0:37	30-01-17 11:54	30-Jan-17	01-01-17 11:35	3624	104	wayaxbn	Fire2	12898	02-01-17 2:47	Sunday	756.0191502	0	0	1	0
2017	1TZQDZ	2017	Amazon Fire	25-02-17 0:37	30-01-17 11:54	30-Jan-17	01-01-17 11:35	3624	105	wayaxbn	Fire2	12898	02-01-17 2:47	Sunday	756.0191502	0	0	1	0
2016	GCP82I	2016	Amazon Fire	04-06-15 17:20	13-06-16 14:03	13-Jun-16	04-06-15 17:20	2725	94	decypbh	Fire2	5768	03-05-16 14:48	Sunday	1408.009138	0	0	1	0
2016	GCP82I	2016	Amazon Fire	04-06-15 17:20	05-10-15 7:14	05-Oct-15	04-06-15 17:20	2725	95	decypbh	Fire2	2076	03-05-16 14:48	Sunday	1088.587328	0	0	1	0
2016	GCP82I	2016	Amazon Fire	04-06-15 17:20	06-06-16 7:41	06-Jun-16	04-06-15 17:20	2725	131	decypbh	Fire2	5604	03-05-16 14:48	Sunday	185.7423701	0	0	1	0
2016	GCP82I	2016	Amazon Fire	04-06-15 17:20	05-10-15 7:14	05-Oct-15	04-06-15 17:20	2725	146	decypbh	Fire2	2076	03-05-16 14:48	Sunday	1088.587328	0	0	1	0
2016	GCP82I	2016	Amazon Fire	04-06-15 17:20	06-06-16 7:41	06-Jun-16	04-06-15 17:20	2725	167	decypbh	Fire2	5604	03-05-16 14:48	Sunday	185.7423701	0	0	1	0
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-09-16 0:08	05-Sep-16	11-03-16 18:51	688	46	obqeswe	Fire2	7841	12-03-16 4:21	Sunday	211.0829141	0	0	1	0
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-09-16 0:08	05-Sep-16	11-03-16 18:51	688	59	obqeswe	Fire2	7841	12-03-16 4:21	Sunday	211.0829141	0	0	1	0
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	11-07-16 21:11	11-Jul-16	11-03-16 18:51	688	64	obqeswe	Fire2	6442	12-03-16 4:21	Sunday	275.136552	0	0	1	0
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-09-16 0:08	05-Sep-16	11-03-16 18:51	688	74	obqeswe	Fire2	7841	12-03-16 4:21	Sunday	211.0829141	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	27-06-16 4:05	27-Jun-16	18-02-14 21:17	898	15	hyrpdtq	Fire2	6101	19-02-14 3:34	Sunday	921.0882917	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	27-06-16 4:05	27-Jun-16	18-02-14 21:17	898	30	hyrpdtq	Fire2	6101	19-02-14 3:34	Sunday	921.0882917	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	28-04-14 16:23	28-Apr-14	18-02-14 21:17	898	32	hyrpdtq	Fire2	75	19-02-14 3:34	Sunday	951.7555171	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	28-04-14 16:23	28-Apr-14	18-02-14 21:17	898	65	hyrpdtq	Fire2	75	19-02-14 3:34	Sunday	951.7555171	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	28-04-14 16:23	28-Apr-14	18-02-14 21:17	898	75	hyrpdtq	Fire2	75	19-02-14 3:34	Sunday	951.7555171	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	28-04-14 16:23	28-Apr-14	18-02-14 21:17	898	81	hyrpdtq	Fire2	75	19-02-14 3:34	Sunday	951.7555171	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	28-04-14 16:23	28-Apr-14	18-02-14 21:17	898	83	hyrpdtq	Fire2	75	19-02-14 3:34	Sunday	951.7555171	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	28-04-14 16:23	28-Apr-14	18-02-14 21:17	898	91	hyrpdtq	Fire2	75	19-02-14 3:34	Sunday	951.7555171	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	04-11-13 21:14	28-04-14 16:23	28-Apr-14	18-02-14 21:17	898	114	hyrpdtq	Fire2	75	19-02-14 3:34	Sunday	951.7555171	0	0	1	0
2015	CPIAHO	2015	Amazon Fire	17-04-15 14:48	12-12-16 11:21	12-Dec-16	17-04-15 14:48	3007	50	wpjtvog	Inferno	10993	17-04-15 19:08	Sunday	1003.467709	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	28-12-15 10:45	28-Dec-15	12-01-15 2:03	2297	11	dbwksbc	Inferno	2907	24-12-14 17:59	Sunday	476.9962456	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	01-08-16 13:17	01-Aug-16	12-01-15 2:03	2297	14	dbwksbc	Inferno	6951	24-12-14 17:59	Sunday	389.2791809	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	28-12-15 10:45	28-Dec-15	12-01-15 2:03	2297	20	dbwksbc	Inferno	2907	24-12-14 17:59	Sunday	476.9962456	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	01-08-16 13:17	01-Aug-16	12-01-15 2:03	2297	21	dbwksbc	Inferno	6951	24-12-14 17:59	Sunday	389.2791809	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	74	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	81	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	105	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	112	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	16-02-15 1:52	16-Feb-15	12-01-15 2:03	2297	113	dbwksbc	Inferno	643	24-12-14 17:59	Sunday	516.7063047	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	127	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	133	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	133	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	16-02-15 1:52	16-Feb-15	12-01-15 2:03	2297	135	dbwksbc	Inferno	643	24-12-14 17:59	Sunday	516.7063047	0	0	1	0
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	04-01-16 19:24	04-Jan-16	12-01-15 2:03	2297	136	dbwksbc	Inferno	3006	24-12-14 17:59	Sunday	528.681811	0	0	1	0
2016	HLWXVF	2016	Amazon Fire	04-06-16 2:43	12-09-16 21:11	12-Sep-16	04-06-16 2:44	3780	66	cncznhf	Inferno	8071	04-06-16 17:06	Sunday	58.04109723	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	14-11-16 19:03	14-Nov-16	26-07-16 13:18	479	50	eyvmyzx	Inferno	9969	12-05-16 15:19	Sunday	1151.630382	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	14-11-16 19:03	14-Nov-16	26-07-16 13:18	479	50	cxbcgxx	Inferno	9969	27-07-16 0:22	Sunday	1151.630382	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	14-11-16 19:03	14-Nov-16	26-07-16 13:18	479	81	eyvmyzx	Inferno	9969	12-05-16 15:19	Sunday	1151.630382	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	14-11-16 19:03	14-Nov-16	26-07-16 13:18	479	81	cxbcgxx	Inferno	9969	27-07-16 0:22	Sunday	1151.630382	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	115	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	115	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	115	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	115	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	116	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	116	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	117	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	119	eyvmyzx	Inferno	1674	12-05-16 15:19	Sunday	1172.752862	0	0	1	0
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	17-08-15 20:39	17-Aug-15	26-07-16 13:18	479	119	cxbcgxx	Inferno	1674	27-07-16 0:22	Sunday	1172.752862	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	14-03-16 20:28	14-Mar-16	21-11-14 22:42	2483	36	byxkbgv	Inferno	4011	21-11-14 23:31	Sunday	638.9030944	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	14-03-16 20:28	14-Mar-16	21-11-14 22:42	2483	42	byxkbgv	Inferno	4011	21-11-14 23:31	Sunday	638.9030944	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	14-03-16 20:28	14-Mar-16	21-11-14 22:42	2483	53	byxkbgv	Inferno	4011	21-11-14 23:31	Sunday	638.9030944	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	14-03-16 20:28	14-Mar-16	21-11-14 22:42	2483	54	byxkbgv	Inferno	4011	21-11-14 23:31	Sunday	638.9030944	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	14-03-16 20:28	14-Mar-16	21-11-14 22:42	2483	56	byxkbgv	Inferno	4011	21-11-14 23:31	Sunday	638.9030944	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	14-03-16 20:28	14-Mar-16	21-11-14 22:42	2483	58	byxkbgv	Inferno	4011	21-11-14 23:31	Sunday	638.9030944	0	0	1	0
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	14-03-16 20:28	14-Mar-16	21-11-14 22:42	2483	63	byxkbgv	Inferno	4011	21-11-14 23:31	Sunday	638.9030944	0	0	1	0
2016	6R883F	2016	Amazon Fire	09-12-14 3:30	17-01-17 18:19	17-Jan-17	22-02-16 11:48	2381	26	ebmegkj	Fire1	12371	21-10-16 7:23	Monday	420.6466737	1	1	1	1
2016	6R883F	2016	Amazon Fire	19-02-14 3:51	06-09-16 2:43	06-Sep-16	25-08-16 5:07	4329	87	mycgrun	Fire1	7888	25-08-16 9:58	Monday	692.8394565	1	1	1	1
2016	6R883F	2016	Amazon Fire	19-02-14 3:51	06-09-16 2:43	06-Sep-16	25-08-16 5:07	4329	123	mycgrun	Fire1	7888	25-08-16 9:58	Monday	692.8394565	1	1	1	1
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	03-03-15 10:13	03-Mar-15	03-11-14 5:10	692	7	qfxhitr	Fire1	709	03-11-14 14:02	Monday	1209.652755	1	1	1	1
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	03-03-15 10:13	03-Mar-15	03-11-14 5:10	692	9	qfxhitr	Fire1	709	03-11-14 14:02	Monday	1209.652755	1	1	1	1
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	03-03-15 10:13	03-Mar-15	03-11-14 5:10	692	11	qfxhitr	Fire1	709	03-11-14 14:02	Monday	1209.652755	1	1	1	1
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	03-03-15 10:13	03-Mar-15	03-11-14 5:10	692	15	qfxhitr	Fire1	709	03-11-14 14:02	Monday	1209.652755	1	1	1	1
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	03-03-15 10:13	03-Mar-15	03-11-14 5:10	692	19	qfxhitr	Fire1	709	03-11-14 14:02	Monday	1209.652755	1	1	1	1
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	03-03-15 10:13	03-Mar-15	03-11-14 5:10	692	25	qfxhitr	Fire1	709	03-11-14 14:02	Monday	1209.652755	1	1	1	1
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	27-12-16 4:09	27-Dec-16	03-03-16 22:26	3430	10	ochcyef	Fire1	11545	04-03-16 4:21	Monday	743.2571113	1	1	1	1
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	18-10-16 8:04	18-Oct-16	03-03-16 22:26	3430	156	ochcyef	Fire1	9106	04-03-16 4:21	Monday	754.7062913	1	1	1	1
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	18-10-16 8:04	18-Oct-16	03-03-16 22:26	3430	183	ochcyef	Fire1	9106	04-03-16 4:21	Monday	754.7062913	1	1	1	1
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	18-10-16 8:04	18-Oct-16	03-03-16 22:26	3430	184	ochcyef	Fire1	9106	04-03-16 4:21	Monday	754.7062913	1	1	1	1
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	18-10-16 8:04	18-Oct-16	03-03-16 22:26	3430	190	ochcyef	Fire1	9106	04-03-16 4:21	Monday	754.7062913	1	1	1	1
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	06-09-16 2:43	06-Sep-16	25-08-16 5:07	4329	87	mycgrun	Fire1	7888	25-08-16 9:58	Monday	692.8394565	1	1	1	1
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	31-01-17 11:34	31-Jan-17	03-01-16 15:47	4514	109	owebpos	Fire1	12948	03-01-16 20:21	Monday	2585.161033	1	1	1	1
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	06-09-16 2:43	06-Sep-16	25-08-16 5:07	4329	123	mycgrun	Fire1	7888	25-08-16 9:58	Monday	692.8394565	1	1	1	1
2016	T6E9B9	2016	Amazon Fire	02-07-15 8:48	31-01-17 11:34	31-Jan-17	03-01-16 15:47	4514	129	owebpos	Fire1	12948	03-01-16 20:21	Monday	2585.161033	1	1	1	1
2015	D8IC8B	2015	Amazon Fire	21-02-15 20:32	11-08-15 2:08	11-Aug-15	21-02-15 20:32	3795	116	znzrkgp	Fire2	1634	21-02-15 21:40	Monday	1194.950699	1	1	1	1
2015	D8IC8B	2015	Amazon Fire	21-02-15 20:32	23-08-16 16:19	23-Aug-16	21-02-15 20:32	3795	127	kdsvfhw	Fire2	7495	07-04-15 17:01	Monday	1503.116963	1	1	1	1
2015	D8IC8B	2015	Amazon Fire	21-02-15 20:32	23-08-16 16:19	23-Aug-16	21-02-15 20:32	3795	131	kdsvfhw	Fire2	7495	07-04-15 17:01	Monday	1503.116963	1	1	1	1
